WAA ID,BASIN,LOCATION,RIVMILE,COLL_DATE,COLLECT,Replicate,MACRO_GENSPECIES,INDIV,Stage,TAXONOMIST,WAA Project ID,Comments,#_Grids,PercentWTSorted,TotalInd,
470.12-049,,SAW,1.4,7/25/2017,1,,Undetermined Empididae,1,L,WAA,470.12,,,32.65,100,
470.12-049,,SAW,1.4,7/25/2017,1,,Undetermined Enchytraeidae,1,L,WAA,470.12,,,32.65,100,
470.12-049,,SAW,1.4,7/25/2017,1,,Undetermined Lumbriculidae,1,L,WAA,470.12,,,32.65,100,
470.12-049,,SAW,1.4,7/25/2017,1,,Undetermined Naididae,1,L,WAA,470.12,no hair chaetae,,32.65,100,
470.12-049,,SAW,1.4,7/25/2017,1,,Undetermined Turbellaria,2,L,WAA,470.12,,,32.65,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Antocha sp.,2,L,WAA,470.12,,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Baetis flavistriga,4,L,WAA,470.12,1 aggregated - damaged,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Baetis intercalaris,4,L,WAA,470.12,1 aggregated - damaged,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Ceratopsyche morosa,3,L,WAA,470.12,,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Cheumatopsyche sp.,31,L,WAA,470.12,1 aggregated - immature,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Cricotopus bicinctus,1,L,WAA,470.12,,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Isonychia sp.,2,L,WAA,470.12,,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Leuctra sp.,18,L,WAA,470.12,,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Maccaffertium modestum,7,L,WAA,470.12,1 aggregated - immature,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Nigronia serricornis,1,L,WAA,470.12,,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Optioservus sp.,2,L,WAA,470.12,,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Oulimnius sp.,1,L,WAA,470.12,,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Parametriocnemus sp.,1,L,WAA,470.12,,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Polypedilum aviceps,1,L,WAA,470.12,,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Polypedilum illinoense,2,L,WAA,470.12,,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Psephenus herricki,3,L,WAA,470.12,,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Rheotanytarsus exiguus gr.,9,L,WAA,470.12,,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Simulium sp.,2,L,WAA,470.12,,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Stylogomphus sp.,3,L,WAA,470.12,2 aggregated - immature,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Tanytarsus sp.,1,L,WAA,470.12,,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Tipula sp.,1,L,WAA,470.12,,,12.99,100,
470.12-050,,SHAB,0.3,7/25/2017,1,,Undetermined Hydrobiidae,1,L,WAA,470.12,immature,,12.99,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Atherix sp.,1,L,WAA,470.12,,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Baetis flavistriga,2,L,WAA,470.12,,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Baetis intercalaris,3,L,WAA,470.12,,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Baetis sp.,1,L,WAA,470.12,damaged,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Ceratopsyche morosa,8,L,WAA,470.12,,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Ceratopsyche slossonae,1,L,WAA,470.12,,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Ceratopsyche sparna,2,L,WAA,470.12,,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Cheumatopsyche sp.,31,L,WAA,470.12,,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Chimarra aterrima?,24,L,WAA,470.12,,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Epeorus vitreus,2,L,WAA,470.12,,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Isonychia sp.,11,L,WAA,470.12,,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Nigronia,1,L,WAA,470.12,,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Optioservus sp.,1,L,WAA,470.12,,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Promoresia sp.,1,L,WAA,470.12,now Optioservus,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Psephenus herricki,3,L,WAA,470.12,,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Rhyacophila sp.,1,L,WAA,470.12,early,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Undetermined Branchiobdellidae,2,L,WAA,470.12,,,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Undetermined Heptageniidae,4,L,WAA,470.12,"early, unique",,32,100,
470.12-051,,SKIL,6.3,7/27/2017,1,,Undetermined Turbellaria,1,L,WAA,470.12,,,32,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Acentrella turbida,5,L,WAA,470.12,1 aggregated - immature,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Baetis flavistriga,7,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Ceratopsyche slossonae,3,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Ceratopsyche sparna,16,L,WAA,470.12,1 aggregated - immature,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Cheumatopsyche sp.,4,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Dicranota sp.,1,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Dolophilodes sp.,11,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Drunella cornutella,1,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Eccoptura xanthenes,1,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Epeorus sp.,5,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Heptagenia sp.,2,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Hexatoma sp.,1,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Leucrocuta sp.,1,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Maccaffertium sp.,9,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Macronychus glabratus,1,A,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Micropsectra sp.,5,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Nigronia serricornis,1,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Paragnetina immarginata,2,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Polycentropus sp.,1,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Polypedilum aviceps,4,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Rheotanytarsus pellucidus,1,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Tanytarsus sp.,10,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Thienemannimyia gr. spp.,3,L,WAA,470.12,,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Undetermined Leptophlebiidae,2,L,WAA,470.12,damaged,,16.71,100,
470.12-052,,SKIL,13.9,7/27/2017,1,,Undetermined Perlidae,3,L,WAA,470.12,"unique, immature",,16.71,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Acentrella sp.,1,L,WAA,470.12,damaged,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Baetis sp.,7,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Cheumatopsyche sp.,11,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Corynoneura sp.,2,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Crangonyx sp.,2,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Diamesa sp.,1,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Eukiefferiella sp.,2,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Ferrissia sp.,1,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Hydropsyche betteni,1,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Limnophyes sp.,1,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Micropsectra/Tanytarsus Complex,8,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Optioservus sp.,1,A,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Parametriocnemus sp.,13,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Physella sp.,6,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Polypedilum fallax gr.,1,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Polypedilum flavum,11,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Polypedilum illinoense,4,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Rheotanytarsus exiguus gr.,3,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Rheotanytarsus pellucidus,1,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Simulium sp.,5,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Stenelmis sp.,1,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Thienemannimyia gr. spp.,1,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Tvetenia bavarica gr.,11,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Undetermined Heptageniidae,2,L,WAA,470.12,immature,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Undetermined Lumbriculidae,1,L,WAA,470.12,,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Undetermined Planorbidae,1,L,WAA,470.12,immature,,23.13,100,
470.12-053,,SPAR,7.1,7/25/2017,1,,Undetermined Turbellaria,1,L,WAA,470.12,,,23.13,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Acroneuria sp.,2,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Baetis flavistriga,5,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Baetis intercalaris,4,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Baetis pluto,2,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Caecidotea sp.,2,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Cheumatopsyche sp.,8,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Chimarra obscura,2,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Ectopria sp.,1,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Hydropsyche betteni,23,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Maccaffertium modestum,7,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Micropsectra/Tanytarsus Complex,7,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Polypedilum flavum,2,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Psephenus herricki,1,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Rheotanytarsus sp.,11,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Serratella deficiens,3,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Sialis sp.,1,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Spirosperma sp.,1,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Stenelmis sp.,14,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Stenelmis sp.,1,A,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Tvetenia sp.,1,L,WAA,470.12,,,2.92,100,
470.12-054,,STNY,0.8,7/24/2017,1,,Undetermined Turbellaria,2,L,WAA,470.12,,,2.92,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Acroneuria sp.,1,L,WAA,470.12,immature,,4.23,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Antocha sp.,1,L,WAA,470.12,,,4.23,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Baetis flavistriga,2,L,WAA,470.12,,,4.23,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Baetis intercalaris,4,L,WAA,470.12,,,4.23,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Ceratopsyche morosa,1,L,WAA,470.12,,,4.23,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Ceratopsyche sparna,3,L,WAA,470.12,1 aggregated - immature,,4.23,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Cheumatopsyche sp.,12,L,WAA,470.12,6 aggregated - immature,,4.23,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Chimarra obscura,16,L,WAA,470.12,,,4.23,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Diamesa sp.,1,L,WAA,470.12,,,4.23,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Hydropsyche betteni,2,L,WAA,470.12,1 aggregated - immature,,4.23,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Maccaffertium sp.,1,L,WAA,470.12,,,4.23,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Micropsectra sp.,19,L,WAA,470.12,,,4.23,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Polypedilum flavum,3,L,WAA,470.12,,,4.23,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Rheotanytarsus exiguus gr.,2,L,WAA,470.12,,,4.23,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Serratella deficiens,14,L,WAA,470.12,S. deficiens is now Teloganopsis deficiens,,4.23,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Stenelmis sp.,15,L,WAA,470.12,,,4.23,100,
470.12-055,,STNY,1.7,7/24/2017,1,,Undetermined Turbellaria,3,L,WAA,470.12,,,4.23,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Acentrella sp.,1,L,WAA,470.12,"immature, damaged",,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Baetis sp.,4,L,WAA,470.12,damaged,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Caecidotea sp.,1,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Ceratopsyche sp.,2,L,WAA,470.12,1 aggregated - damaged,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Chaetocladius sp.,2,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Dicranota sp.,2,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Diplectrona sp.,1,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Dixa sp.,1,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Dolophilodes sp.,4,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Epeorus sp.,4,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Ephemerella sp.,4,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Eukiefferiella sp.,1,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Glossosoma sp.,2,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Heptagenia sp.,2,L,WAA,470.12,1 aggregated - damaged,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Hexatoma sp.,3,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Lanthus sp.,1,L,WAA,470.12,immature,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Leuctra sp.,15,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Micropsectra/Tanytarsus Complex,5,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Optioservus sp.,2,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Parametriocnemus sp.,3,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Polypedilum aviceps,3,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Pteronarcys proteus,6,L,WAA,470.12,"3 aggregated, immature",,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Rheotanytarsus pellucidus,2,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Rhyacophila carolina?,3,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Rhyacophila fuscula,1,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Rhyacophila sp.,4,L,WAA,470.12,"unique, immature, nr R. minor/manistee",,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Simulium sp.,1,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Stempellinella sp.,2,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Stenelmis sp.,1,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Sweltsa sp.,6,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Tallaperla sp.,4,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Tipula sp.,1,L,WAA,470.12,,,28.85,100,
470.12-056,,TRAV,2.7,7/27/2017,1,,Tvetenia bavarica gr.,6,L,WAA,470.12,,,28.85,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Acentrella sp.,3,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Acroneuria abnormis,3,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Antocha sp.,1,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Baetis flavistriga,2,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Baetis intercalaris,2,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Baetis pluto,1,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Caecidotea sp.,1,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Ceratopsyche morosa,5,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Ceratopsyche sparna,9,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Cheumatopsyche sp.,3,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Chimarra aterrima?,6,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Cricotopus/Orthocladius Complex,2,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Dolophilodes sp.,6,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Epeorus vitreus,3,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Eukiefferiella sp.,1,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Hexatoma sp.,2,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Hydropsyche betteni,1,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Isonychia sp.,7,L,WAA,470.12,early,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Leucrocuta sp.,3,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Leuctra sp.,2,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Maccaffertium sp.,9,L,WAA,470.12,"probably ithaca, early",,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Nigronia serricornis,1,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Perlesta sp.,2,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Plauditus sp.,5,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Polypedilum aviceps,6,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Promoresia sp.,6,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Rheotanytarsus sp.,2,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Thienemannimyia gr. spp.,1,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Tvetenia bavarica gr.,2,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Undetermined Cambaridae,1,L,WAA,470.12,female,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Undetermined Ceratopogonidae,1,L,WAA,470.12,,,6.4,100,
470.12-057,,VERK,2.9,7/26/2017,1,,Undetermined Empididae,1,L,WAA,470.12,Roederiodes,,6.4,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Baetis flavistriga,7,L,WAA,470.12,,,35.84,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Baetis intercalaris,38,L,WAA,470.12,2 aggregated - damaged,,35.84,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Ceratopsyche sp.,2,L,WAA,470.12,immature,,35.84,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Cheumatopsyche sp.,7,L,WAA,470.12,,,35.84,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Cricotopus bicinctus,1,L,WAA,470.12,,,35.84,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Gammarus sp.,1,L,WAA,470.12,,,35.84,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Glossosoma sp.,1,L,WAA,470.12,,,35.84,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Hydroptila sp.,1,L,WAA,470.12,,,35.84,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Maccaffertium sp.,3,L,WAA,470.12,immature,,35.84,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Optioservus sp.,2,A,WAA,470.12,,,35.84,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Optioservus sp.,2,L,WAA,470.12,,,35.84,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Polypedilum flavum,6,L,WAA,470.12,,,35.84,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Simulium sp.,8,L,WAA,470.12,,,35.84,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Stenelmis sp.,1,A,WAA,470.12,,,35.84,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Stenelmis sp.,14,L,WAA,470.12,,,35.84,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Thienemannimyia gr. spp.,1,L,WAA,470.12,,,35.84,100,
470.12-058,,WALK,13.3,7/5/2017,1,,Tricorythodes sp.,5,L,WAA,470.12,,,35.84,100,
470.12-059,,WALK,15,7/5/2017,1,,Acentrella sp.,1,L,WAA,470.12,damaged,,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Baetis flavistriga,18,L,WAA,470.12,,,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Ceratopsyche morosa,3,L,WAA,470.12,1 aggregated - immature,,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Cheumatopsyche sp.,15,L,WAA,470.12,1 aggregated - immature,,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Chimarra obscura,7,L,WAA,470.12,,,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Eukiefferiella sp.,1,L,WAA,470.12,,,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Gammarus sp.,1,L,WAA,470.12,,,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Heptagenia sp.,1,L,WAA,470.12,damaged,,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Hydropsyche sp.,4,L,WAA,470.12,"immature, damaged",,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Leucrocuta sp.,5,L,WAA,470.12,,,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Limnodrilus sp.,1,L,WAA,470.12,,,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Maccaffertium sp.,2,L,WAA,470.12,"immature, 1 aggregated - immature",,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Optioservus sp.,2,L,WAA,470.12,,,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Perlesta sp.,1,L,WAA,470.12,,,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Polypedilum flavum,1,L,WAA,470.12,,,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Simulium sp.,25,L,WAA,470.12,,,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Stenelmis sp.,10,L,WAA,470.12,,,24.52,100,
470.12-059,,WALK,15,7/5/2017,1,,Stenelmis sp.,2,A,WAA,470.12,,,24.52,100,
470.12-060,,WALK_T13-,1.3,7/5/2017,1,,Antocha sp.,1,L,WAA,470.12,,,15.29,100,
470.12-060,,WALK_T13-,1.3,7/5/2017,1,,Baetis flavistriga,1,L,WAA,470.12,damaged,,15.29,100,
